8.629505234453068718e-01,9.705674340212074869e-01,1.000000000000000000e+00
5.341724015479656362e-01,1.641628411069704363e-01,1.000000000000000000e+00
8.946441973396190850e-02,6.569479073167979744e-01,1.000000000000000000e+00
2.080640096553005858e-01,5.060214831723698348e-01,1.000000000000000000e+00
6.268125476069631441e-01,7.134430373274984749e-01,1.000000000000000000e+00
4.262636801071103543e-01,1.152203044550244027e-01,1.000000000000000000e+00
2.365393989166206801e-01,7.265922391759708221e-01,1.000000000000000000e+00
6.910698083843548334e-01,1.932138240465918200e-01,0.000000000000000000e+00
6.289781109847486507e-01,4.190214487978809466e-01,1.000000000000000000e+00
4.655291197115883906e-01,2.711800411461811056e-01,1.000000000000000000e+00
7.729444583090311349e-01,1.425742305284960487e-02,0.000000000000000000e+00
6.461767463878318463e-01,9.087528769562391862e-01,1.000000000000000000e+00
9.631798756756988489e-01,2.778743172920898896e-01,0.000000000000000000e+00
7.012328186166835176e-01,5.033798083666751744e-01,1.000000000000000000e+00
3.957330021821311439e-01,5.323379134019351477e-01,1.000000000000000000e+00
2.954251550517129621e-01,1.832334532835203644e-01,1.000000000000000000e+00
3.846088083983774109e-01,8.914860909286882462e-01,1.000000000000000000e+00
4.011995963625465400e-01,1.532993503108353028e-01,1.000000000000000000e+00
3.606242337090458383e-01,2.925368468383353626e-01,1.000000000000000000e+00
3.691726683295027955e-01,6.935863838971338957e-01,1.000000000000000000e+00
7.367163754687211519e-01,5.301495856219528013e-01,1.000000000000000000e+00
1.933171354598675062e-01,6.844112612173195442e-01,1.000000000000000000e+00
8.969876560586110825e-01,7.107167775483168581e-01,1.000000000000000000e+00
8.970925370181482839e-01,8.860040678037406359e-02,0.000000000000000000e+00
5.971665228892334421e-01,5.548055390104089657e-02,0.000000000000000000e+00
9.524018963584444109e-01,7.568457784213000750e-03,0.000000000000000000e+00
9.610343271196226667e-01,9.858121485599037337e-01,1.000000000000000000e+00
4.446717275869611630e-01,7.676633221655211337e-01,1.000000000000000000e+00
9.956810773247968260e-01,5.762186622973307637e-01,0.000000000000000000e+00
5.961967890590691432e-02,3.165497165167601157e-01,1.000000000000000000e+00
9.506098453266886850e-01,5.117666806375184008e-01,0.000000000000000000e+00
5.930659830044165970e-01,6.591640710521819990e-01,1.000000000000000000e+00
8.733803680095371114e-01,3.550816517535437811e-02,0.000000000000000000e+00
7.485015530616045965e-01,7.197862799506267173e-01,1.000000000000000000e+00
4.002492511664036412e-01,5.449083016962370518e-01,1.000000000000000000e+00
8.030304764544489160e-01,9.899978733007070986e-01,1.000000000000000000e+00
9.967475381905968046e-01,6.663484197687922217e-01,1.000000000000000000e+00
2.053889279641958332e-01,1.127692740204863098e-01,1.000000000000000000e+00
5.985757921867270737e-01,8.317151691185789009e-01,1.000000000000000000e+00
7.955267577419697922e-01,5.060319805832259599e-01,1.000000000000000000e+00
9.230380182537736289e-01,4.307118840600124843e-01,0.000000000000000000e+00
2.560373964140072456e-02,8.293091345064932396e-01,1.000000000000000000e+00
9.295218752064982048e-02,2.836618692133106023e-01,1.000000000000000000e+00
6.718139336500501546e-01,5.239630967431576636e-01,1.000000000000000000e+00
8.635963247884292926e-01,9.108550995475024337e-01,1.000000000000000000e+00
3.259277137215005338e-01,1.186151277326008557e-02,1.000000000000000000e+00
5.584570954851669766e-01,1.550027013448425084e-01,0.000000000000000000e+00
3.781537818159017572e-01,8.472758429559270610e-01,1.000000000000000000e+00
4.845612877656043649e-01,4.444874074723551560e-01,1.000000000000000000e+00
8.375081673162738660e-01,2.111365471351267509e-01,0.000000000000000000e+00
1.742003725068097530e-02,2.004491199441855720e-01,1.000000000000000000e+00
8.855758481843379881e-01,5.591437804606190776e-01,1.000000000000000000e+00
1.362258477307813909e-01,8.729036169132277090e-01,1.000000000000000000e+00
3.441486588107661726e-01,3.979009045944497114e-01,1.000000000000000000e+00
9.301843277336572235e-01,6.812096385127971443e-01,1.000000000000000000e+00
2.699776254284765864e-01,2.590076999037213001e-01,1.000000000000000000e+00
9.983374398225085544e-01,7.345833542536051031e-02,0.000000000000000000e+00
1.836483471766140463e-01,8.062060769282374251e-01,1.000000000000000000e+00
5.580912264673856260e-01,6.417669381166932752e-01,1.000000000000000000e+00
4.794111126370609322e-01,9.212012726387185380e-01,1.000000000000000000e+00
8.819434072164296090e-01,9.278695720802998537e-01,1.000000000000000000e+00
3.606635088869034611e-01,3.042998939666902158e-01,1.000000000000000000e+00
3.820831933626037680e-01,4.055005874282531231e-01,1.000000000000000000e+00
4.451742102879395757e-01,8.074912239196418984e-01,1.000000000000000000e+00
4.336330306012257108e-01,2.740714303685011233e-01,1.000000000000000000e+00
5.101794964117518649e-01,8.408359837445484875e-01,1.000000000000000000e+00
2.548510064646016815e-01,9.368155569372429436e-01,1.000000000000000000e+00
1.180781247818147861e-01,6.867595811531478356e-01,1.000000000000000000e+00
4.453651788147228174e-01,4.797232077945690065e-03,0.000000000000000000e+00
1.391439030509876718e-01,8.283696979680784667e-01,1.000000000000000000e+00
3.578178908452744889e-02,5.877878877722806372e-01,1.000000000000000000e+00
6.413532730124379411e-01,5.102186262954274687e-01,1.000000000000000000e+00
9.870203551322297431e-01,5.436593765798748423e-01,0.000000000000000000e+00
7.397902123745538905e-01,4.951966937629113108e-01,1.000000000000000000e+00
7.101173743121304005e-01,9.009983212063626956e-01,1.000000000000000000e+00
7.152337911597722586e-01,7.086995030328726575e-01,1.000000000000000000e+00
5.165740997282218805e-01,2.003744734512236114e-02,0.000000000000000000e+00
9.552978705320446240e-01,4.862989677809174127e-01,0.000000000000000000e+00
5.951167322709475238e-01,6.555500166853486244e-01,1.000000000000000000e+00
8.859891761484312012e-01,4.916919996488060551e-01,1.000000000000000000e+00
3.259703185049954710e-01,1.957899586080473764e-01,1.000000000000000000e+00
6.114201139510322403e-01,6.320973896713071305e-01,1.000000000000000000e+00
9.954982461148818018e-01,6.534924806641078110e-01,1.000000000000000000e+00
8.929560859652803106e-01,4.415647911506297429e-01,0.000000000000000000e+00
3.411238741056337176e-01,1.323356161916436902e-01,1.000000000000000000e+00
6.336777948312946052e-01,9.016048011680045660e-01,1.000000000000000000e+00
4.178515394185555731e-01,6.061357662863854356e-01,1.000000000000000000e+00
5.796449933147017619e-01,4.111071775831809383e-03,0.000000000000000000e+00
4.507220770551241262e-01,4.241315028880665583e-01,1.000000000000000000e+00
3.519236839116112181e-01,1.151692289170174188e-01,1.000000000000000000e+00
6.102296665147930455e-01,9.621915920061250294e-01,1.000000000000000000e+00
1.938083608054107509e-01,2.757721983679827238e-01,1.000000000000000000e+00
5.490449645389586797e-01,6.158411760828569337e-01,1.000000000000000000e+00
2.397265396331397236e-01,4.948279824004840899e-01,1.000000000000000000e+00
4.240541478950933252e-01,6.673986693346590782e-01,1.000000000000000000e+00
3.794071234139134718e-01,8.491803616243185360e-01,1.000000000000000000e+00
5.540953971912758735e-01,6.541665746504676804e-02,0.000000000000000000e+00
7.842221579566219791e-01,4.932787574252647245e-01,1.000000000000000000e+00
2.600036860331558231e-01,2.388215182233756062e-01,1.000000000000000000e+00
2.643563196187147524e-01,8.596876164880946636e-01,1.000000000000000000e+00
7.661514905558410859e-01,3.659376462429942967e-01,0.000000000000000000e+00
9.636580939602423790e-02,7.143636651477847099e-02,1.000000000000000000e+00
7.095310360628592772e-02,3.228117820602587340e-01,1.000000000000000000e+00
1.812007106974459214e-01,3.153726788257931180e-01,1.000000000000000000e+00
4.349286358028425781e-02,7.799675602454870793e-01,1.000000000000000000e+00
7.503568721937375896e-01,6.573517828680183195e-01,1.000000000000000000e+00
9.570201822297756955e-01,5.468647471842633667e-01,0.000000000000000000e+00
9.876546329213289344e-01,2.793838871857896589e-01,0.000000000000000000e+00
1.253425898034898900e-02,6.581818883540375698e-01,1.000000000000000000e+00
8.782989615928257221e-01,3.551501748890691923e-01,0.000000000000000000e+00
8.811894998381566424e-01,8.042571806411614732e-01,1.000000000000000000e+00
1.764633745429977640e-01,8.114433798711224721e-01,1.000000000000000000e+00
1.849983053230671581e-01,3.776595135209089849e-01,1.000000000000000000e+00
8.596101202192710788e-01,2.394255800709975679e-01,0.000000000000000000e+00
3.785139416772931309e-02,4.750194557484713753e-01,1.000000000000000000e+00
6.240363059545136482e-01,9.973438836760917248e-02,0.000000000000000000e+00
9.681950168342062790e-01,4.512462096347025220e-02,0.000000000000000000e+00
4.435179175695839193e-01,1.303764539830277736e-01,1.000000000000000000e+00
8.784666489013548407e-03,4.102401169507978729e-01,1.000000000000000000e+00
7.786629200679739959e-03,4.138902002484859954e-01,1.000000000000000000e+00
8.676058788595140125e-01,6.667959543149921675e-01,1.000000000000000000e+00
1.808010712254687347e-01,3.590175699966401401e-01,1.000000000000000000e+00
3.667153273747476572e-01,2.341136758994432077e-01,1.000000000000000000e+00
9.738163449120672555e-01,2.382215521287956994e-01,0.000000000000000000e+00
6.020127931762022655e-01,5.378982608081965822e-01,1.000000000000000000e+00
9.272453067418084949e-01,1.331434257584662717e-01,0.000000000000000000e+00
1.375890422538562641e-01,9.647387857158473690e-01,1.000000000000000000e+00
9.066291427014021576e-01,1.313056559994191241e-01,0.000000000000000000e+00
8.489458347707676822e-01,4.800565738275620609e-01,1.000000000000000000e+00
6.440031954238211176e-01,8.232158366017692241e-01,1.000000000000000000e+00
5.551348749406113114e-01,5.535810276016592812e-01,1.000000000000000000e+00
3.383548858862577280e-01,3.452229964080710811e-02,1.000000000000000000e+00
3.833312577417086198e-01,8.959135754377116623e-01,1.000000000000000000e+00
9.536454215818339630e-01,8.700392061361285068e-01,1.000000000000000000e+00
5.375583696244053966e-01,8.404314276448802135e-01,1.000000000000000000e+00
1.985945834024633871e-01,3.015945556724267673e-01,1.000000000000000000e+00
9.812708921781795324e-01,5.510603683024060118e-01,0.000000000000000000e+00
6.446403269296873129e-01,2.265768689263367719e-01,0.000000000000000000e+00
8.096862108545099801e-03,9.443877178119224336e-01,1.000000000000000000e+00
6.075627411402744205e-01,8.501857862240663755e-01,1.000000000000000000e+00
6.754905735892946517e-02,9.549699528950535976e-01,1.000000000000000000e+00
1.471962277433135347e-01,1.231152041013860998e-02,1.000000000000000000e+00
3.543029140055520276e-01,9.532787553634451960e-01,1.000000000000000000e+00
4.631116199369844644e-02,9.074940116123381140e-01,1.000000000000000000e+00
7.518472666881310662e-01,2.909849299729277972e-01,0.000000000000000000e+00
9.879806636297894240e-01,7.210402065535662652e-01,1.000000000000000000e+00
3.239000510672440658e-02,5.149311636189766173e-01,1.000000000000000000e+00
2.390658247137238401e-01,5.165188649365527462e-01,1.000000000000000000e+00
9.716090562838819444e-01,5.637808155044290448e-01,0.000000000000000000e+00
4.163287934418125058e-01,1.575365241841973907e-01,1.000000000000000000e+00
3.010771051165784806e-01,2.974792224206680435e-01,1.000000000000000000e+00
8.095188011078261470e-01,4.945394775891224226e-01,1.000000000000000000e+00
5.996136485608501987e-01,1.907482724083586767e-03,0.000000000000000000e+00
3.748876407870866956e-01,4.174710595792149315e-01,1.000000000000000000e+00
4.379297354863402880e-01,6.385114097062174476e-01,1.000000000000000000e+00
4.764375090906547427e-03,5.399581812221226906e-01,1.000000000000000000e+00
2.583524665905569950e-01,4.339319266772376782e-01,1.000000000000000000e+00
3.297871313053094555e-01,1.457169526610893051e-01,1.000000000000000000e+00
